用户ID,用户昵称,内容ID,内容名称,是否UGC精选,内容导出用户数,质量标签等级,发布时间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,196959563,绿色清新文艺早安月初问候日签手机海报,true,5,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021447967165531174,180****1681,196959597,家装装修老破小改造写实风小红书封面,true,1,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019645422872313889,乐叨叨,196959698,五四青年节节日祝福青春感54插画人物组合竖版海报,true,3,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9029246048121873431,末夜,196960088,红金大气风4.15全民国家安全教育日宣传海报,true,18,true,2026/4/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020643505824220178,Outcast,196960137,二十四节气谷雨节气祝福立体字清新海报,true,20,true,2026/4/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9029305495733886001,小鬼Anika,196960372,绿色清新自然水彩插画早安你好日签海报,true,39,true,2026/4/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033948356133103646,小航,196961519,金融奖杯销售业绩喜报红金丝绸风竖版海报,true,1,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020643505824220178,Outcast,196962085,家居装修选择知识科普攻略小红书封面,true,2,true,2026/4/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022988534428091480,卓锐Rich,196962474,高情商技巧分享撕纸风小红书封面,true,1,true,2026/4/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021447818879583315,大鳄鱼工作室,196962677,美业医美美容院春季门店促销宣传卡项价格表竖版海报,true,1,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022927796052316166,鱼丸粗面,196964793,谷雨节气绿色清新谷雨时节节气祝福全屏竖版海报,true,3,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021447818879583315,大鳄鱼工作室,196965607,中式人物海报美业医美美容院专家人物宣传活动通知竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9034356311548086283,182****5361,196965858,春茶上市宣传促销海报茶叶促销,true,0,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026228380118969387,思思酱,196965953,金融保险直播预告人物竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,196971187,51五一劳动节美妆会员充值活动促销手机海报,true,0,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018760653499672630,星火创艺,196971506,白色3D多巴胺你好五月微信公众号封面,true,0,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018277171195030587,木恺恺,196971510,51劳动节嗨购五一商品零售促销活动宣传竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026342324609770573,136****5005,196972957,私域事业部1-3月复盘评分结果竖版海报,true,0,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9012058202050790438,九日,196972983,活动互动大事预告文体娱乐剪纸风小红书封面,true,0,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018200348263196713,星河,196972995,立夏节气祝福光影荷叶锦鲤池塘俯视竖版海报,true,22,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9028420703511952399,洋盘,196974859,母亲节直播间贴片模板 母亲节快乐为爱放价,true,1,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019602973054347284,阿丹,196979345,旅游出行春季旅游五一路线攻略分享小红书封面,true,2,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033948356133103646,小航,196979405,早安问候美业美容院今日营业日签全屏竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9029770584837410843,吉由,196979625,IT限时秒杀AI会员卡3D风设计直播间贴片,true,1,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021447828547850276,BIBI碧碧??,196979643,出游放假旅游简约公众号次图,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021447828547850276,BIBI碧碧??,196979733,五一劳动节放假通知旅游出行3D感全屏竖版海报,true,1,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024818474889273439,爱设计的可乐,196980997,粉色母亲节节日促销温馨感全屏竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022926804141230099,゛细雨霏霏,196981038,蓝色天空婚纱摄影直播间贴片,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,196982105,51劳动节春日露营假期出行C4D竖版海报,true,0,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022988534428091480,卓锐Rich,196982467,3D粘土质感微缩城市背景五一劳动节节日祝福竖版海报,true,0,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019575094277843014,83298027,196986904,科技简约现代工业感商务机械配件电商主图,true,5,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020256858734742593,GD524727387,196986923,AI电商课程营销科技感竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031526222753145861,A小亮设计℡18825723718,196987015,高级清新简约美业春季促销活动海报绿色系美业活动全屏竖版海报,true,1,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031291312921751595,青山,196987134,现代时尚活动邀请函绿色系全屏竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019681225591498772,Swa洁,196987177,五一节日营销旅游出行内蒙古旅游攻略小红书封面,true,2,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,196987232,五一劳动节放假通知安排大字竖版海报,true,3,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019659899801184299,小故事,196989908,AI技能培训讲师直播宣传竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,196991467,红金轻奢业绩排行榜喜报祝贺表彰竖版海报,true,1,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023913091963175940,Snowman,196993266,五一劳动节旅游海边景点宣传营销公众号首图,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019659899801184299,小故事,196994186,AI漫剧创作技能培训直播讲师宣传竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,196998649,美业美容院医美日签全屏竖版海报,true,2,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9026228380118969387,思思酱,196998689,战鼓金融保险业绩喜报竖版海报,true,2,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024094942210444385,芝麻大开门,197000754,五一劳动节致敬劳动者木质微缩农场场景企业宣传全屏竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023419124955760648,しΥ,197000839,三月三放假通知新鲜感竖版海报,true,3,true,2026/4/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018286433815767123,I＇m not afraid,197000840,三月三放假通知民族风国风3d卡通人物公众号首图,true,2,true,2026/4/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018200348263196713,星河,197000876,51劳动节商品零售促销宣传公众号次图,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033948356133103646,小航,197000880,五一出游劳动节旅游出行直播贴片组合,true,1,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023418975319771154,Abcde-008,197001133,立夏节气主题夏日氛围感全屏竖版海报,true,6,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018233903121574982,诗文,197012178,壮族三月三歌圩节歌婆节旅游出行旅行社定制团促销竖版人像海报,true,2,true,2026/4/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031291312921751595,青山,197024199,蓝色广西壮族三月三活动小红书封面,true,2,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019578123516389377,奇遇,197027644,日签早安你好问候正能量语录清新感全屏竖版海报,true,70,true,2026/4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033948356133103646,小航,197028108,五一活动海报保险金融促销营销全屏海报,true,4,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019657313795844163,L,197081981,美业美容院早安问候日签清新文艺风全屏海报,true,3,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018233903121574982,诗文,197086997,高考志愿填报机构服务介绍3D人物课学历教育人像竖版海报,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019793789306552328,yinana喵,197087232,金融保险早会分享直播课程宣传讲师公众号首图,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018760653499672630,星火创艺,197087334,蓝色趣味合成五一出行出逃计划小众景点推荐经验分享小红书封面,true,1,true,2026/4/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020643505824220178,Outcast,197087775,海报早安问候系列日签人物轻奢竖版海报,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019657313795844163,L,197088453,美业美容院早安问候日签清新淡雅风全屏海报,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021436573591685158,零时文化,197089928,红色大气销售业绩喜报微信公众号封面,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033925690563877929,157****3505,197090016,三月三广西非遗文化嘉年华手绘插画风活动宣传海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021433238104985604,赵赵赵,197091086,黄金周五一劳动节促销活动电商零售直播贴片组合,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,197091348,春季招聘招聘岗位长图海报,true,1,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019665825186850850,晓晓,197091532,职场高效沟通必备指南大字小红书封面,true,2,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023913091963175940,Snowman,197091792,五一劳动节出游旅行亲子微信公众号双封面,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023418975319771154,Abcde-008,197093273,红金大气销售奖杯全屏竖版喜报,true,1,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023416024615242758,旧时木,197095535,3D风格世界读书日图书馆书店学校社区活动竖版海报,true,1,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021447858610129929,GD532688254,197095538,母亲节粉色插画厚涂油画温馨感公众号首图,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021436573591685158,零时文化,197095558,黄橙色卡通饮食搭配小秘籍知识分享小红书内页,true,2,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023418975319771154,Abcde-008,197097016,红金企业表彰全屏竖版海报喜报,true,1,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018760653499672630,星火创艺,197097801,蓝色趣味拼贴五一去哪玩春游出行小众路线经验分享小红书封面,true,0,true,2026/4/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9020447597347619883,莉莉羊,197097845,五一教培机构放假通知手绘风手机海报,true,0,true,2026/4/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022927796052316166,鱼丸粗面,197098261,金融直播预告蓝色简约导师大咖讲座海报,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032714866916704313,皮皮??,197099238,早安问候日签正能量粉色浪漫全屏竖版海报,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024094942210444385,芝麻大开门,197100190,学习辅导招生小红书大字封面3D卡通插画风格,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024094942210444385,芝麻大开门,197100195,桂花主题早安日签宣传全屏海报,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019659899801184299,小故事,197100582,AI职业技能培训直播讲师宣传全屏竖版海报,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018233903121574982,诗文,197100602,教育培训高中教育寒假班课程营销小红书封面,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024094942210444385,芝麻大开门,197100702,考公3D卡通小红书封面,true,1,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018760653499672630,星火创艺,197100978,黑色创意合成世界读书日宣传推广微信公众号封面,true,0,true,2026/4/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032714866916704313,皮皮??,197102105,51五一劳动节营销卖货旅游出行手机海报,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,197102672,春季招聘岗位速来插画风招聘长图海报,true,0,true,2026/4/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031291312921751595,青山,197103067,立夏节气祝福绿色系全屏海报,true,1,true,2026/4/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032714866916704313,皮皮??,197103278,节日旅游机票插画科普知识小红书配图,true,0,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033245888429271137,山那边的风,197104344,老房改造避坑小红书个人IP封面,true,0,true,2026/4/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032487401586013275,七月·杂货铺子,197106362,小满节气祝福科普问候宣传清新插画公众号双封面,true,1,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033245888429271137,山那边的风,197106997,广西壮族三月三节日活动色彩感竖版海报,true,2,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019578123516389377,奇遇,197107210,美业美容院医美形象宣传推广蓝色清透感竖版海报,true,0,true,2026/4/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9034356311548086283,182****5361,197112204,蓝色清爽手绘54青年节五四青年节宣传竖版海报,true,3,true,2026/4/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9033245888429271137,山那边的风,197179798,租房改造家居设计小红书封面,true,0,true,2026/4/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9024094942210444385,芝麻大开门,197187671,立夏节气海报国风水墨荷花童趣插画设计,true,0,true,2026/4/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021436573591685158,零时文化,197188087,红色大气劳动节表彰会宣传微信公众号封面,true,0,true,2026/4/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031513528523274293,祝你新年大吉吧,195957541,复古风企业创意招聘宣传手机海报,true,4,false,2026/2/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195962869,教育职业教育培训K12教育学习方法分享小红书封面,true,1,false,2026/2/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019656041015689283,蒜鸟,196021982,企业春季招聘岗位趣味感插画小红书封面,true,39,false,2026/3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,196015277,餐饮泰国餐厅招聘岗位服务员产品营销小红书封面,true,7,false,2026/3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195962668,技能自学三分钟提升指南小红书封面配图,true,3,false,2026/2/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023873293625869384,GD110409251,195959765,电商美容美妆产品展示营销清新感电商竖版海报AIGC,true,20,false,2026/2/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195990573,教育培训K12教育语文学习提分技巧小红书配图,true,39,false,2026/2/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035147825777726468,??可丽可心身材管理王燕,196021986,养生保健品春季营销直播间贴片组合,true,43,false,2026/3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022497511168689250,长笛,196037894,小红书封面阅读书籍,true,1,false,2026/3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019656041015689283,蒜鸟,196028174,商场百货公司营销活动早春福利活动宣传朋友圈海报,true,10,false,2026/3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,196028449,教育培训攻略指南小红书封面,true,15,false,2026/3/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195982174,企业行政春季招聘岗位小红书封面配图,true,46,false,2026/2/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018760653499672630,星火创艺,195568427,蓝色3D卡通插画思维启蒙课寒假招生微信公众号封面,true,14,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018760653499672630,星火创艺,195571987,天蓝色蓝天清新简约风食品产品展示价格促销电商主图图片,true,44,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019577045253236764,电子宠物,195587718,特色菜品菜单宣传竖版海报,true,0,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018760653499672630,星火创艺,195603868,春节企业年会通用喜庆感竖版海报,true,181,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018760653499672630,星火创艺,195630483,蓝色简约现代风护肤品电商促销主图图片,true,40,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018760653499672630,星火创艺,195635334,黑金色简约现代风护肤品电商促销主图图片,true,11,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021447828547850276,BIBI碧碧??,195684258,春节节日祝福通用喜庆感全屏竖版海报,true,0,false,2026/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019532506000009253,丶一小口,195704677,春季营销促销优惠手机海报,true,22,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195707153,春节节日祝福通用喜庆感全屏竖版海报,true,105,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019532506000009253,丶一小口,195718459,新年攻略指南通用喜庆感小红书封面,true,87,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019655476248586246,西柚,195718628,春节节日祝福通用插画风全屏竖版海报,true,20,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031624348671126598,奶油困了,195736944,国考培训机构宣传长图海报,true,2,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195740492,春节喜报新春贺岁节日祝福通用喜庆感全屏竖版海报,true,129,false,2026/2/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035103229118883859,EM,195744467,五金不锈钢产品电商主图,true,15,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031624348671126598,奶油困了,195765964,国考公考行测高频词汇分享海报,true,14,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195774721,春节宠物小红书配图,true,5,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9018760653499672630,星火创艺,195780091,春节生活分享通用卡通感小红书封面,true,2,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023847033255119921,FAn,195782986,春节节日祝福通用喜庆感小红书封面,true,29,false,2026/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031624348671126598,奶油困了,195786789,国考公考行测高频词汇分享海报,true,36,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019578123516389377,奇遇,195792652,春节创意玩法通用卡通感小红书封面,true,15,false,2026/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035333493330923614,钟大大,195794870,春节节日祝福通用3D感小红书封面,true,21,false,2026/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,195796264,春节晒图晒照通用喜庆感小红书封面,true,11,false,2026/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023847033255119921,FAn,195796345,新年计划清单生活分享小红书封面,true,20,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,195796430,春节攻略指南文体娱乐卡通感小红书封面,true,16,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031253083973990448,39p7U78B,195800924,春节教育培训放假通知全屏竖版海报,true,36,false,2026/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031624515863033943,zHauo,195802425,洗发露商品促销宣传电商主图直通车,true,23,false,2026/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022917635149677664,凤凰院天真,195809784,春节节日祝福通用喜庆感小红书封面,true,28,false,2026/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195810906,春节节日祝福通用喜庆感小红书封面,true,20,false,2026/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019655476248586246,西柚,195820380,春节节日活动通用喜庆感公众号首图,true,42,false,2026/2/6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,195836765,元宵节宣传推广通用喜庆感小红书封面,true,99,false,2026/2/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9012058202050790438,九日,195844644,金融理财知识科普宣传小红书内页,true,43,false,2026/2/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195848559,爆款大字小红书封面aigc,true,15,false,2026/2/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195852781,春季招聘岗位春季招人啦动漫动画小红书封面,true,82,false,2026/2/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019929752845303836,GD532759803,195855895,春节节日祝福通用喜庆感公众号首图,true,48,false,2026/2/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,195864279,春节节日营销通用促销感手机海报,true,9,false,2026/2/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022180658386715725,GD1778516332,195865278,春节节日祝福通用喜庆感全屏竖版海报,true,109,false,2026/2/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035458054199168090,GD838048402,195868387,书籍推荐分享小红书封面,true,6,false,2026/2/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9031624348671126598,奶油困了,195872045,课程营销讲师介绍海报,true,1,false,2026/2/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,195876428,教育培训K12教育早幼教春日亲子游海报,true,268,false,2026/2/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,195951414,春节美业医美入会领券活动喜庆感卡项电商主图,true,0,false,2026/2/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019577045253236764,电子宠物,195952537,美蛙海报美食促销海报美食,true,0,false,2026/2/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023847033255119921,FAn,195952585,春季商品零售促销宣传海报,true,3,false,2026/2/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021445323620895840,小李X_L,195953941,春季招聘商品零售春季人员招募微信公众号封面首图,true,25,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,195955869,新手养宠物攻略指南分享趣味插画小红书封面,true,10,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9030661622068918277,张在在哈哈哈,195957060,教育培训K12教育夏令营招生引流海报,true,9,false,2026/2/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195957435,春季招聘企业春季人员招聘公众号首图,true,17,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019578123516389377,奇遇,195958473,妇女节节日祝福通用唯美感公众号首图,true,98,false,2026/2/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195958717,春季求职招聘宣传微信公众号封面首图,true,95,false,2026/2/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9022430043052461067,GD121560668,195958784,红金色金融商务风投资理财产品宣传全屏海报AIGC,true,2,false,2026/2/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019655476248586246,西柚,195958906,三八妇女节节日祝福文案时尚感小红书封面,true,33,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019578123516389377,奇遇,195960301,春季促销优惠活动宣传营销趣味感3D微信公众号首图,true,124,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,195960324,露营徒步户外旅游活动宣传拙气感涂鸦风小红书封面,true,27,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023847033255119921,FAn,195961659,房地产活动宣传邀请函通知公告现代感全屏竖版海报,true,10,false,2026/2/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019655476248586246,西柚,195962081,企业行政求职春季招聘宣传推广公众号首图,true,3,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019655476248586246,西柚,195962394,春节个人生活通用喜庆感小红书封面,true,8,false,2026/2/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019655476248586246,西柚,195962923,金融理财打工人存钱干货攻略小红书封面,true,5,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019655476248586246,西柚,195963123,商务风金融懒人理财宣传小红书封面,true,3,false,2026/2/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9032779943458879529,明智广告,195963822,春节营销卖货通用促销感全屏竖版海报,true,4,false,2026/2/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035226741785873414,大大大林子,195964240,企业岗位春季岗位招聘趣味插画风简历公众号首图,true,2,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9019655476248586246,西柚,195964527,春天春季文案清新弥散风渐变小红书封面,true,53,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9023539660974476348,dy,195965629,教育培训小学教育英语班课程营销小红书封面,true,5,false,2026/2/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
